region_key,region_order,marker,q_left,q_right,effective_phase_lag_rad,phase_rad,left_force_normalized,right_force_normalized
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.748893571891069,0.8718422615605944,0.10310909489706607
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.7619835412810265,0.8653574378823361,0.10048287192893034
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.7750735106709836,0.8587240045154054,0.09792363366175477
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.788163480060941,0.8519438638299149,0.09542951324162292
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.8012534494508987,0.8450172818473367,0.09299895076282784
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.8143434188408563,0.8379463552334631,0.09063028806184197
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.827433388230814,0.8307314809372023,0.0883219317715421
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.8405233576207713,0.823374592087892,0.08607241619395217
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.8536133270107285,0.8158763867249784,0.08388012176863201
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.866703296400686,0.8082385773196967,0.08174376014022733
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.8797932657906435,0.8004621749198623,0.0796616921788097
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.892883235180601,0.7925486795276041,0.0776327927809395
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.9059732045705586,0.7844994049525152,0.07565541672610467
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.919063173960516,0.7763156474090924,0.07372856667972846
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.9321531433504733,0.7679990126731371,0.07185065513078638
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.945243112740431,0.7595506023327129,0.07002068493251432
